epoch,train_loss,val_loss,train_acc,val_acc,val_top5,lr
1,5.003617972857613,4.042252952474296,0.053013046179333195,0.29485049833887045,0.5465116279069767,9.997532801828658e-05
2,3.258376181113298,2.306423086660645,0.31766411265272315,0.5714285714285714,0.8330564784053156,9.990133642141359e-05
3,1.9053458233851284,1.4289263415574236,0.5990888382687927,0.6976744186046512,0.9136212624584718,9.977809823015401e-05
4,1.084604791712134,1.0408056043707254,0.7798716090287844,0.7583056478405316,0.9443521594684385,9.96057350657239e-05
5,0.5893950098035844,0.9011784221642833,0.8910747566784013,0.7699335548172758,0.9460132890365448,9.938441702975689e-05
6,0.322242898405598,0.8138014581116331,0.9478152826672189,0.7857142857142857,0.9451827242524917,9.911436253643445e-05
7,0.15410352066131477,0.7863369326654859,0.9823980120107683,0.8006644518272426,0.9451827242524917,9.879583809693738e-05
8,0.08933756610027231,0.7895863978965734,0.9879892317249949,0.7898671096345515,0.9410299003322259,9.842915805643155e-05
9,0.047347858323289214,0.8020953050879545,0.9950300269206875,0.8098006644518272,0.946843853820598,9.801468428384716e-05
10,0.029904744472315305,0.7870900225005673,0.9968937668254297,0.8056478405315615,0.9393687707641196,9.755282581475769e-05
11,0.023160283079420613,0.790816568655033,0.9964796024021536,0.7998338870431894,0.9460132890365448,9.704403844771128e-05
12,0.012897625895729877,0.8406635025806998,0.99896458894181,0.7981727574750831,0.9377076411960132,9.648882429441257e-05
13,0.011790616094308514,0.8015077838866022,0.9983433423068958,0.8064784053156147,0.9476744186046512,9.588773128419906e-05
14,0.012136210613400145,0.8422800569835295,0.9983433423068958,0.813953488372093,0.9418604651162791,9.524135262330098e-05
15,0.01049885571534869,0.8634259478000311,0.9983433423068958,0.803156146179402,0.9343853820598007,9.45503262094184e-05
16,0.0059838441862933205,0.8684119447521197,0.999378753365086,0.8056478405315615,0.936046511627907,9.381533400219318e-05
17,0.009670641981153989,0.8637447717577912,0.9983433423068958,0.8023255813953488,0.9401993355481728,9.30371013501972e-05
18,0.006150968945243346,0.9138855318294411,0.99896458894181,0.7973421926910299,0.936046511627907,9.221639627510076e-05
19,0.007437321287420725,0.9026925843023382,0.9987575067301718,0.7956810631229236,0.9352159468438538,9.135402871372808e-05
20,0.006879771883779013,0.9539051834134961,0.99896458894181,0.7931893687707641,0.936046511627907,9.045084971874738e-05
21,0.00692802330676322,0.9424273357834927,0.9985504245185338,0.7832225913621262,0.9277408637873754,8.950775061878453e-05
22,0.007862644073730623,0.9432377372667243,0.9987575067301718,0.7981727574750831,0.9294019933554817,8.852566213878947e-05
23,0.00885808325302628,0.9189498794831311,0.9977220956719818,0.7940199335548173,0.9285714285714286,8.750555348152298e-05
24,0.009593388609369057,0.9384411082315286,0.9977220956719818,0.7915282392026578,0.925249169435216,8.644843137107059e-05
25,0.007393523337828452,1.038287809718883,0.9983433423068958,0.7873754152823921,0.9294019933554817,8.535533905932738e-05
26,0.007466221452827784,1.0585072301947,0.9981362600952578,0.7873754152823921,0.9235880398671097,8.422735529643444e-05
27,0.005108020399043521,0.9974236381410364,0.99896458894181,0.7915282392026578,0.9318936877076412,8.306559326618259e-05
28,0.005035945682644267,0.9629050667499783,0.9987575067301718,0.8081395348837209,0.9335548172757475,8.18711994874345e-05
29,0.004383474606908758,0.9882192734468023,0.9987575067301718,0.8048172757475083,0.9269102990033222,8.064535268264883e-05
