epoch,train_loss,val_loss,train_acc,val_acc,val_top5,lr
27,0.009031843625762759,1.9779275770599263,0.7479809484365293,0.782392026578073,0.9526578073089701,0.0004367053692460385
28,0.0075757782509001574,1.8697486280206825,0.7914682128805136,0.7873754152823921,0.9543189368770764,0.0004311063011977723
29,0.009283464324237656,1.7860727908207332,0.7283081383309173,0.8014950166112956,0.9559800664451827,0.0004253091960681222
30,0.008174884517893711,1.715936732846637,0.7568854835369642,0.8023255813953488,0.9559800664451827,0.0004193203929064353
31,0.007885926531815428,1.6601747310042778,0.7889832263408573,0.8098006644518272,0.9568106312292359,0.00041314644038104216
32,0.00829407427021005,1.6176456921916467,0.7500517705529095,0.8181063122923588,0.957641196013289,0.00040679408961838426
33,0.008289555542064543,1.5858267751643031,0.7558500724787741,0.8205980066445183,0.9584717607973422,0.00040027028682075626
34,0.00756659854468067,1.5617386930408668,0.7761441292193001,0.8272425249169435,0.9601328903654485,0.0003935821656707359
35,0.006999685782163897,1.5449910999532555,0.8038931455787948,0.829734219269103,0.9609634551495017,0.0003867370395306067
36,0.007279050212255495,1.5364690682420699,0.7922965417270657,0.8330564784053156,0.9626245847176079,0.0003797423934453038
37,0.006527826600015892,1.5332331411862294,0.8190101470283703,0.8355481727574751,0.9609634551495017,0.00037260587595762705
38,0.007135452110560248,1.534146071272435,0.7931248705736177,0.840531561461794,0.9626245847176079,0.000365335290744672
39,0.006940722138134712,1.539090440122788,0.765997100849037,0.8421926910299004,0.9634551495016611,0.0003579385880846232
40,0.008117899082664328,1.5455828299158039,0.7494305239179955,0.8430232558139535,0.9651162790697675,0.0003504238561632424
41,0.006223969212232737,1.5570532356781817,0.8202526402981983,0.8413621262458472,0.9642857142857143,0.00034279931222955517
42,0.007107740048587948,1.5677473624283293,0.7662041830606751,0.8421926910299004,0.9651162790697675,0.0003350732936104108
43,0.0065101212253445,1.5812037521818547,0.8020294056740526,0.8480066445182725,0.9667774086378738,0.00032725424859373687
44,0.006539181181376032,1.5948533865304484,0.8291571753986332,0.8471760797342193,0.967607973421927,0.00031935072719046115
45,0.007138704777602473,1.6073779687532952,0.8034789811555187,0.8488372093023255,0.967607973421927,0.0003113713717851998
46,0.006810470965214931,1.621438668415792,0.7804928556636985,0.8488372093023255,0.9709302325581395,0.0003033249076859367
47,0.006592829079346199,1.6365370492998548,0.8096914475046594,0.8488372093023255,0.9700996677740864,0.0002952201335830275
48,0.0061838266860750005,1.6547513641788318,0.8275005177055291,0.8496677740863787,0.9700996677740864,0.0002870659119279605
49,0.006597190287484322,1.6674052302623508,0.7641333609442948,0.8480066445182725,0.9709302325581395,0.0002788711592423966
50,0.006022758304387745,1.6811368790179788,0.8132118451025057,0.8471760797342193,0.9709302325581395,0.00027064483636808314
51,0.005273611897714633,1.6963741937745054,0.8465520811762269,0.845514950166113,0.9709302325581395,0.0002623959386683056
52,0.006458025473116175,1.708483434990791,0.806585214330089,0.8446843853820598,0.9709302325581395,0.0002541334861915897
53,0.006328594809993801,1.7175164452422893,0.816732242700352,0.8446843853820598,0.9717607973421927,0.0002458665138084104
54,0.006261497369060379,1.7289285168695292,0.8138330917374198,0.8463455149501661,0.9709302325581395,0.0002376040613316944
55,0.005154846075372695,1.7437023447201498,0.8585628494512322,0.8463455149501661,0.9692691029900332,0.00022935516363191695
56,0.005394196157807225,1.7567429043525873,0.8467591633878649,0.8463455149501661,0.96843853820598,0.00022112884075760347
57,0.005982361951315238,1.7662211367458205,0.816525160488714,0.8471760797342193,0.9692691029900332,0.00021293408807203948
58,0.005783128751399696,1.7777994130536963,0.8401325326154483,0.8504983388704319,0.9692691029900332,0.0002047798664169726
59,0.005634772520898834,1.7888215015892968,0.8142472561606958,0.8480066445182725,0.967607973421927,0.00019667509231406332
60,0.006137672295363041,1.7960998532779986,0.8078277075999172,0.8471760797342193,0.96843853820598,0.00018862862821480023
61,0.0062774865642813114,1.8020382557200434,0.8041002277904328,0.8480066445182725,0.9692691029900332,0.00018064927280953891
62,0.006084512329806352,1.809345540810265,0.7970594325947401,0.8480066445182725,0.9667774086378738,0.00017274575140626317
63,0.006232526092659404,1.8157535866645484,0.8043073100020708,0.8504983388704319,0.9651162790697675,0.00016492670638958924
64,0.005540999087477463,1.82328015070817,0.8252226133775109,0.8504983388704319,0.9634551495016611,0.00015720068777044476
65,0.005752828720278944,1.8295958659973652,0.8384758749223442,0.8488372093023255,0.9626245847176079,0.0001495761438367577
66,0.006063014081805114,1.8341883583322316,0.8308138330917374,0.8488372093023255,0.9626245847176079,0.0001420614119153768
67,0.004832857013594218,1.846857014684582,0.8701594533029613,0.8471760797342193,0.9626245847176079,0.00013466470925532808
68,0.005619726626410367,1.8519766904983013,0.837440463864154,0.8471760797342193,0.9626245847176079,0.00012739412404237305
69,0.006040431152138478,1.8561693707177804,0.8156968316421619,0.8471760797342193,0.9609634551495017,0.00012025760655469628
70,0.005629377352059517,1.8605762755752007,0.816525160488714,0.8496677740863787,0.9617940199335548,0.00011326296046939332
71,0.005297571807306319,1.8638773835774671,0.8386829571339822,0.8496677740863787,0.9584717607973422,0.0001064178343292641
72,0.005966243799968699,1.864013509496898,0.8223234624145785,0.8480066445182725,0.9593023255813954,9.972971317924374e-05
73,0.006158575252547851,1.8642647923821232,0.8012010768275005,0.8471760797342193,0.9584717607973422,9.320591038161574e-05
74,0.004472149439788348,1.868351776338495,0.867467384551667,0.8463455149501661,0.9584717607973422,8.685355961895783e-05
75,0.00548239352685305,1.870985024395179,0.8190101470283703,0.8463455149501661,0.9601328903654485,8.067960709356478e-05
76,0.0055708759728210705,1.8726830347827899,0.8200455580865603,0.8471760797342193,0.9601328903654485,7.469080393187786e-05
77,0.005667108981992581,1.8734578365503356,0.8403396148270863,0.8480066445182725,0.9601328903654485,6.889369880222776e-05
78,0.005813905125112422,1.8729534058079766,0.8208738869331125,0.8471760797342193,0.9601328903654485,6.32946307539616e-05
79,0.005416786143963944,1.8767126762985786,0.8332988196313936,0.8463455149501661,0.9601328903654485,5.78997222857853e-05
80,0.0052083846857895865,1.8788602922445912,0.8537999585835577,0.8471760797342193,0.9609634551495017,5.271487265090164e-05
81,0.004916735207942598,1.883503716649407,0.837233381652516,0.8471760797342193,0.9601328903654485,4.7745751406263163e-05
82,0.005587377327519974,1.8837700864405331,0.8024435700973286,0.8463455149501661,0.9601328903654485,4.299779221299499e-05
83,0.005201969565503526,1.886086454423163,0.8208738869331125,0.845514950166113,0.9601328903654485,3.847618689476612e-05
84,0.004490278598149576,1.8911029738049174,0.8687098778214951,0.845514950166113,0.9601328903654485,3.418587976060653e-05
85,0.0056367489163956005,1.8891689428855414,0.806378132118451,0.8446843853820598,0.9601328903654485,3.013156219837776e-05
86,0.0051580869322384254,1.8906093558599784,0.8521433008904535,0.8438538205980066,0.9601328903654485,2.6317667544809132e-05
87,0.005605862063475703,1.8888607072671784,0.8111410229861254,0.8430232558139535,0.9601328903654485,2.2748366237709372e-05
88,0.005484672629410009,1.8886569821557333,0.8301925864568234,0.8430232558139535,0.9601328903654485,1.9427561255653815e-05
89,0.005576485223585122,1.887482578968289,0.8314350797266514,0.8438538205980066,0.9601328903654485,1.6358883850134816e-05
90,0.005404322355633479,1.888107918425652,0.8258438600124249,0.8430232558139535,0.9601328903654485,1.354568957484134e-05
91,0.005664521723413938,1.8848645889085789,0.8301925864568234,0.8430232558139535,0.9601328903654485,1.099105461641059e-05
92,0.004736174905411729,1.888591392491743,0.836405052805964,0.8430232558139535,0.9609634551495017,8.697772430662858e-06
93,0.005079023605013923,1.891031610609289,0.8198384758749223,0.8413621262458472,0.9609634551495017,6.6683506879985645e-06
94,0.005999318953296568,1.8877215599300854,0.8028577345206047,0.840531561461794,0.9609634551495017,4.905008531297661e-06
95,0.0057294836503986426,1.8848817847495856,0.8225305446262166,0.840531561461794,0.9609634551495017,3.4096741493194194e-06
96,0.005447871461568998,1.8846780065682243,0.8103126941395734,0.8413621262458472,0.9609634551495017,2.183982668256201e-06
97,0.006128206756235953,1.881308041933763,0.7744874715261959,0.8421926910299004,0.9609634551495017,1.229274363747146e-06
98,0.004798592017291603,1.883808570050718,0.857527438393042,0.8421926910299004,0.9609634551495017,5.465931953063663e-07
99,0.0059683309745584105,1.8804919688012514,0.8113481051977635,0.8421926910299004,0.9609634551495017,1.3668566476848775e-07
100,0.004656044340145798,1.882861119964194,0.8498653965624353,0.8421926910299004,0.9601328903654485,0.0
